word,count
wwwsmsacunatalie2k9,0.0001
frnd,0.0003
62468,0.0003
6months,0.0001
available,0.0001
call2optoutn9dx,0.0001
09066649731from,0.0001
434,0.0001
sk3,0.0001
8wp,0.0001
months,0.0001
co,0.0003
08002986030,0.0001
hack,0.0001
backdoor,0.0001
into,0.0004
rooms,0.0001
fraction,0.0001
neo69,0.0001
09050280520,0.0001
subscribe,0.0001
dps,0.0001
bcm,0.0001
8027,0.0001
thank,0.0001
notified,0.0001
future,0.0003
marketing,0.0001
84122,0.0001
08450542832,0.0001
08708800282,0.0001
okmail,0.0001
dave,0.0001
notice,0.0001
09061743806,0.0001
box326,0.0001
recently,0.0001
unable,0.0001
07090298926,0.0001
reschedule,0.0001
ref9307622,0.0001
cds,0.0001
å£125,0.0001
freeentry,0.0001
xt,0.0001
08718726970,0.0001
alfie,0.0001
moons,0.0001
children,0.0001
song,0.0001
m8s,0.0001
charity,0.0004
nokias,0.0001
polys,0.0004
08701417012,0.0001
profit,0.0001
123,0.0001
competition,0.0003
å£1450,0.0001
09050002311,0.0001
b4280703,0.0001
tcsstop,0.0001
08718727868,0.0001
0870k,0.0001
secured,0.0001
unsecured,0.0001
195,0.0001
6669,0.0001
movie,0.0003
89105,0.0001
films,0.0003
ordered,0.0001
ts,0.0001
yrs,0.0001
netcollex,0.0003
08700621170150p,0.0003
80086,0.0003
wwwtxttowincouk,0.0003
ringtoneget,0.0001
freesend,0.0001
816183,0.0001
weekstop,0.0001
sms08718727870,0.0001
rock,0.0001
chik,0.0001
100s,0.0001
filthy,0.0003
filth,0.0001
69669,0.0001
saristar,0.0001
e14,0.0001
9yt,0.0001
08701752560,0.0001
450p,0.0001
stop2,0.0001
cancel,0.0001
mobs,0.0001
2u,0.0001
title,0.0001
breathe1,0.0001
titles,0.0001
crazyin,0.0001
sleepingwith,0.0001
finest,0.0001
ymca,0.0001
getzedcouk,0.0001
pobox365o4w45wq,0.0001
300p,0.0001
age,0.0004
followed,0.0003
gender,0.0003
wither,0.0001
eg23f,0.0001
men,0.0001
eg23g,0.0001
sppok,0.0001
very,0.0001
call2optoutlf56,0.0001
08718738034,0.0001
0871277810910pmin,0.0001
reveal,0.0003
09065174042,0.0001
recd,0.0001
07821230901,0.0001
07742676969,0.0001
786,0.0001
08719180248,0.0001
45239,0.0001
cashbincouk,0.0001
wwwcashbincouk,0.0001
ever,0.0001
these,0.0003
simpsons,0.0001
released,0.0001
july,0.0001
2007,0.0001
band,0.0001
died,0.0001
film,0.0001
agreen,0.0001
bblue,0.0001
cred,0.0001
str8,0.0001
classic,0.0001
hit,0.0001
nokia150p,0.0001
poly200p,0.0001
single,0.0001
partner,0.0001
nowsend,0.0001
62220cncl,0.0001
stopcs,0.0001
08717890890å£150,0.0001
sexychat,0.0001
them,0.0003
night,0.0004
chatting,0.0001
was,0.0001
020903,0.0001
08718729755,0.0001
box95qu,0.0001
0776xxxxxxx,0.0001
150pmsgrcvdhgsuite3422landsroww1j6hl,0.0003
18yrs,0.0003
0089my,0.0001
four,0.0001
digits,0.0001
09063442151,0.0001
unique,0.0001
enough,0.0001
30th,0.0001
wwwareyouuniquecouk,0.0001
xclusiveclubsaisai,0.0001
2morow,0.0001
285,0.0001
soiree,0.0001
speciale,0.0001
zouk,0.0001
nichols,0.0001
parisfree,0.0001
roses,0.0001
0794674629107880867867,0.0001
begin,0.0001
24m,0.0001
stories,0.0001
wwwgambtv,0.0001
datingi,0.0001
two,0.0001
started,0.0001
sport,0.0003
radio,0.0001
connection,0.0001
coincidence,0.0001
police,0.0001
station,0.0001
toilet,0.0001
stolen,0.0001
cops,0.0001
tbspersolvo,0.0001
chasing,0.0001
us,0.0003
forå£38,0.0001
definitely,0.0001
paying,0.0001
ignore,0.0001
kath,0.0001
manchester,0.0001
gmw,0.0001
connected,0.0001
rayman,0.0001
golf,0.0001
o2,0.0001
arcade,0.0003
settings,0.0001
activ8,0.0001
press,0.0001
0,0.0001
key,0.0001
termsapply,0.0001
2nights,0.0001
wildest,0.0001
contacted,0.0001
becausethey,0.0001
09058098002,0.0001
pobox1,0.0001
w14rg,0.0001
havent,0.0001
replied,0.0001
randy,0.0001
female,0.0001
luv,0.0001
hear,0.0001
88800,0.0001
89034,0.0001
08718711108,0.0001
100603,0.0001
09066368753,0.0001
97n7qp,0.0001
mandy,0.0001
sullivan,0.0001
hotmix,0.0001
fmyou,0.0001
chosen,0.0003
å£500000,0.0001
easter,0.0001
drawplease,0.0001
telephone,0.0001
09041940223,0.0001
290305,0.0001
transferred,0.0001
else,0.0001
087147123779am7pm,0.0001
09066364311,0.0001
class,0.0003
airport,0.0001
lounge,0.0001
passes,0.0001
using,0.0001
08704439680,0.0001
booking,0.0001
quote,0.0001
jamster,0.0001
videosound,0.0001
gold,0.0001
videosounds2,0.0001
logosmusicnews,0.0001
jamstercouk,0.0001
16only,0.0001
09701213186,0.0001
09061790121,0.0001
3030,0.0001
09066612661,0.0001
lux,0.0001
james,0.0001
eh74rr,0.0001
0870737910216yrs,0.0001
å£150wk,0.0001
conditions,0.0001
www07781482378com,0.0001
gent,0.0001
09064012160,0.0001
uûªve,0.0001
bin,0.0001
å£50,0.0001
instant,0.0001
08715203028,0.0001
9th,0.0001
wins,0.0001
å£50å£500,0.0001
sports,0.0003
fans,0.0001
str,0.0001
wwwgetzedcouk,0.0003
0870141701216,0.0001
norm,0.0001
4txt120p,0.0001
takes,0.0001
little,0.0001
child,0.0001
afraid,0.0001
dark,0.0001
become,0.0001
teenager,0.0001
wants,0.0001
lyricalladie21f,0.0001
yes910,0.0001
no910,0.0001
wwwsmsacuhmmross,0.0001
09058094565,0.0001
no1,0.0001
36504,0.0001
w45wq,0.0001
norm150ptone,0.0001
done,0.0001
bloomberg,0.0001
center,0.0001
447797706009,0.0001
wait,0.0001
httpcareers,0.0001
bloombergcom,0.0001
somebody,0.0001
secretly,0.0001
fancies,0.0001
09065394514,0.0001
datebox1282essexcm61xn,0.0001
150pmin,0.0001
å£5month,0.0001
confirm,0.0001
receiving,0.0001
triple,0.0001
echo,0.0001
08712103738,0.0001
football,0.0001
sky,0.0003
gamestar,0.0001
active,0.0001
å£250k,0.0001
dream,0.0001
team,0.0001
scoring,0.0001
starts,0.0001
register,0.0001
nowsky,0.0001
88088,0.0001
1225,0.0001
å£50award,0.0001
3100,0.0001
app,0.0001
09061743386,0.0001
